Temps,S,I,R,V,Q
0,0.999,0.001,0.0,0.0,0.004
1,0.999,0.001,0.0,0.0,0.004
2,0.999,0.001,0.0,0.0,0.004
3,0.999,0.001,0.0,0.0,0.004
